,sentence,label
5113,"in the surroundings of the bookstore , a lot of criminal , but also funny activities take place .",1
55,plotless collection of moronic stunts is by far the worst movie of the year .,0
4766,"a great ending doesn't make up for a weak movie , and crazy as hell doesn't even have a great ending .",0
380,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,0
5129,"area k is an israeli controlled marine zone isolating the gaza strip and preventing palestinian fishermen from entering israel , egypt and international waters .",1
4756,evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,0
9285,"the police investigation that followed - led by detectives sam nico ( ted levine ) , louis cruz ( frankie g . ) and mike peters ( m . c .",1
276,"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists .",0
96,"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",0
8145,"ultimately , the band must find its strength in the music that is their passion and the thread that holds them together , inspiring them to prevail .",1
6602,"in a place soon to be known as the valley of death , in a small clearing called landing zone x-ray , lt . colonel hal moore ( mel gibson ) and 400 young fathers , husbands , brothers , and sons , all troopers from an elite american combat division , were surrounded by 2 , 000 north vietnamese soldiers .",1
1339,"despite impeccable acting . . . and a script that takes some rather unexpected ( even , at times , preposterous ) turns , love is just too , too precious in the end .",0
318,'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . ',0
1888,perhaps no greater example yet exists of the beauty achievable when one is a master of the digital aesthetic .,0
9226,"an eager young englishman is dispatched to sarawak to become part of the british colonial government , encounters some unorthodox local traditions , and finds himself faced with tough decisions of the heart involving the beautiful young selima , the unwitting object of his affections .",1
2886,uneven but ultimately appealing satire of the dreck we call white man's rap music . some good performances and an often goofy script make for a generally good time .,0
2843,"the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational , and everything meshes in this elegant entertainment .",0
8532,"he is a cop , and chances are he's going to make some trouble for vince too .",1
1923,solondz is so intent on hammering home his message that he forgets to make it entertaining .,0
8683,hope looms on the horizon though : he's closing in fast on his dream of opening a four-star restaurant in north conway .,1
1287,"such a good-looking picture deserved to have more depth and unpredictability in its story . but it does stand out as a personal and unique entry in a time-worn genre , and that may be good enough .",0
6454,"you see what he sees , you feel what he feels , you experience the horrible delusions and the verge of insanity as he struggles to find the thinning line between reality and the subconscious .",1
6763,it has been a year since johnny and wayne created the ultimate bra for samantha's company .,1
1209,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,0
4611,a belgian gem on the twilight existence of four sisters of a certain age drawn together reluctantly by the need to care for one of their number .,0
7293,"but on his latest case , the stakes are higher for vincent--the suspect he's investigating is his own son .",1
522," with one exception , every blighter in this particular south london housing project digs into dysfunction like it's a big , comforting jar of marmite , to be slathered on crackers and served as a feast of bleakness .",0
4375,"claire is a terrific role for someone like judd , who really ought to be playing villains .",0
9357,"sean , an all go no quit , military driven high school student recieves a video tape of a brutal murder .",1
1948,"it's dumb fun slapped silly , a new franchise inspired by the bond films that's not far from the porn its title promises ; the film is a veritable orgy of outrageous stunts .",0
2351,likely to expertly drum up repressed teenage memories in any viewer .,0
9783,will they be able to finally destroy the tall man for good ?,1
8550,the story is set against a relationship that forms between the american hustler boy and a brazilian teenage girl who must help each other survive the drug gang-controlled slums of rio de janeiro .,1
1411,"boy , has this franchise ever run out of gas .",0
6517,felice finds herself in danger from the man she came to save .,1
7116,"he dwells in a world of external night--but the blackness is filled with sounds and scents , tastes and textures that most cannot perceive .",1
2371,"every moment crackles with tension , and by the end of the flick , you're on the edge of your seat .",0
523,you have no affinity for most of the characters . nothing about them is attractive . what they see in each other also is difficult to fathom .,0
3193,"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf .",0
8922,dance teacher ramu leaves india to go to america and join his cousin who is rich and successful .,1
7137,"majandra delfino plays iris , the sheriff's little sister , and much to his dismay , david's love interest .",1
4056,"ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with .",0
8094,"to forever is a haunting story full of suspense , tears and laughter .",1
3889,"as self-aware movies go , who is cletis tout ? is clever enough , though thin writing proves its undoing .",0
4287,"while "" real women have curves "" suffers from an obvious and simplistic screenplay , it's a bright looking , well-acted charmer .",0
570,"the characters search for meaning in capricious , even dangerous sexual urges . the irony is that the only selfless expression of love may be the failure to consummate it .",0
284,those of you who are not an eighth grade girl will most likely doze off during this one .,0
6375,things never seem to be the way they really are .,1
4088,"unless you come in to the film with a skateboard under your arm , you're going to feel like you weren't invited to the party .",0
3554,"britney's performance cannot be faulted . lucy's a dull girl , that's all .",0
2131,"at the same time touching , funny and breathtaking .",0
4231,"reign of fire may be little more than another platter of reheated aliens , but it's still pretty tasty .",0
5445,"chris , a radio dj , and his wife , katrin , who works at a truck stop , are friends with uwe , who owns a snack bar , and his wife , ellen , who sells perfume .",1
8012,"this is the true story of real ira bombers during the peak of the troubles in northern ireland , 1981 .",1
7424,"the following morning , cadmus discovers the terrible aftermath : the still-raving agave dancing through the woods , her dead son's head clutched in her hands .",1
3098,"a boring masquerade ball where normally good actors , even kingsley , are made to look bad .",0
203,"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal .",0
5826,"it is a dark time for the resistance and skynet is on the verge of going online , the events of the last movie has changed nothing and john must now battle a new terminator called the t-x .",1
292,"a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",0
4781,"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary .",0
3144,"we're not talking a disney treasure here , but if treasure planet falls short of gem status , it should provide youngsters with a reasonable amount of diversion .",0
2860,"screenwriter maureen tilyou , director martin duffy and an extremely competent cast handle the controversial aspects of the topic in an even-handed manner .",0
8894,but can it succeed against a seemingly stronger terminator ?,1
9694,no one can guess who the next killer will be or how to break the chain .,1
5070,"bound by a long red cord , a young couple wanders in search of something they have forgotten .",1
1284,a hilarious film for anyone who remembers lying as a kid -- and anyone who wants to see a movie that's just plain fun .,0
1974,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals 'red dragon' right from under their noses .",0
9696,"it will be an act of violence that thrusts the girl into womanhood and leads her to a new life where , not without pain , everything is possible .",1
9763,"after the murder of his beloved wife , danny parker ( val kilmer ) is set adrift in a world where nothing is as it seems .",1
2706,"sean penn , you owe nicolas cage an apology .",0
891,a romantic comedy enriched by a sharp eye for manners and mores .,0
4758,the whole mess boils down to a transparently hypocritical work that feels as though it's trying to set the women's liberation movement back 20 years .,0
5219,they swore to have their unborn babies get married when they grew up .,1
5979,"no ten&#237 ; a que enfrentarse con la estrategia y potencia de un ej&#233 ; rcito enemigo , sino con el jolgorio de grandes masas que invadir&#237 ; an el territorio con panderetas , risotadas e histeria .",1
4527,don't expect any surprises in this checklist of teamwork cliches . . .,0
5284,"he reluctantly agrees to protect a child , pinta balletto ( fanning ) , whose parents are threatened by a rash of kidnappings .",1
837,the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ?,0
9510,"and francis promises , that after the casino is built , he will have time for children .",1
3136,one of the film's strongest achievements is the way it manages to get so much mileage out of such a simple concept as spirals .,0
4708,horrendously amateurish filmmaking that is plainly dull and visually ugly when it isn't incomprehensible .,0
1412,"[reno] may have a few grating gaps in logic and feels as if a good chunk of its story ended up on the cutting room floor , but there is just enough charm and humor peppered throughout to make it feel as if it wasn't a complete waste of time to sit through .",0
7722,they are known as masters of the runaway art .,1
8995,"as they make their way to the city from suburban pennsylvania , april must endure a comedy of errors - like finding out her oven doesn't work - in order to pull off the big event .",1
6494,"from stag beetle to swastika narrates in a richly detailed , associative montage the boundless possibilities of manipulating images and using images the historionaut , a history machine , produces an incessant stream of remembered , contemporary and future images .",1
5039,"shot as a "" behind-the-scenes "" look at how a fictional kung-fu movie is made , the film is basically a movie about the making of a movie .",1
4649,"the movie , so briskly alert in details , is generic in its guiding ideas .",0
6969,ford is now on the run trying to clear his name from the murder with trey and his gang looking for his blood .,1
8184,"tuck everlasting is the story of a girl named winnie and a family who she meets , the tucks .",1
8296,"but the more he becomes human , the more chaos happens in this formerly perfect holo-deck .",1
4562," in the end , white oleander isn't an adaptation of a novel . it's a flashy , star-splashed reduction .",0
3492,"this is unusual , food-for-thought cinema that's as entertaining as it is instructive .",0
5722,he cannot explain her intermittent crying and disturbed reactions .,1
836,the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . ',0
9822,sleepwalking tells the story of three friends at three very different stages of their lives .,1
7857,"when they goes to the fence to get them , they discover that someone stole them .",1
4194,"it's endlessly inventive , consistently intelligent and sickeningly savage .",0
238,city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for . but how it washed out despite all of that is the project's prime mystery .,0
4500,"a hushed contemplation of the kind of senseless , all-too-frequent tragedy that leaves the survivors reeling and speechless .",0
9944,it is survival of the fittest as the friendships are pushed to the limit .,1
9498,"over the next few days , united by nothing more than their common suffering , the two young women form an unlikely friendship to cope with the tragic events that threaten to overwhelm them .",1
9209,"edgar gets wind inez is up to something and blows his cool , beating her and making her a prisoner in their own home .",1
8074,"his dream had vanished , so he went home and got a job at his fathers gas station in virgil grove , population 28 .",1
2457,"it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion .",0
8911,high in the mountains of macedonia a team of young film makers are making a documentary about katerina vandeva - a descendant of an ancient and very famous family .,1
3463,"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python's meaning of life .",0
100,"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0
4435,"a real audience-pleaser that will strike a chord with anyone who's ever waited in a doctor's office , emergency room , hospital bed or insurance company office .",0
1670,"welles groupie/scholar peter bogdanovich took a long time to do it , but he's finally provided his own broadside at publishing giant william randolph hearst .",0
6744,"besides amsterdam , the movie also travels to morocco , to see larry and his love 30 years before , and to the united states , where a&#239 ; sha's family lives .",1
9540,both will fight to the death not to give it to each other .,1
4580,"there's a delightfully quirky movie to be made from curling , but brooms isn't it .",0
5361,"passionada is the story of three generations of portuguese women in the fishing community of new bedford , ma .",1
8002,for him semana santa is a time to kill .,1
672,"it's the cinematic equivalent of a good page-turner , and even if it's nonsense , its claws dig surprisingly deep .",0
5782,"set in 1960's sydney , this is the story of an australian gangster whose booming business , buoyed by the influx of u . s . soldiers in town for r&#38 ; r during their tours in vietnam , attracts the attention of first the chicago mafia , and then their east coast competitors .",1
6414,the boy falls in love with a rich girl ( deeksha ) .,1
1642," "" juwanna mann ? "" no thanks . wewannour money back , actually .",0
9367,tonight there's a dancing competition at the hottest salsa restaurant in copenhagen .,1
9846,blau ( trevor griffiths ) needs a favor for old times' sake .,1
3976,a smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie .,0
1353,"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating .",0
4368,improves when it takes a more serious tone and zaza and judith develop into deeper characterizations .,0
9622,"while investigating a career-making cover story about a mysterious billionaire ( jason priestley ) , she finds herself accused of murder .",1
5490,"the harrowing rescue of the young woman opens the door to a dark history hidden below the surface , revealing the true identity of the killer and answering the mystery of who killed jack's daughter .",1
6713,"but on the wedding day , they also sign a divorce agreement which is effective one year after their marriage .",1
8014,hassan ii busc&#243 ; el momento preciso para organizar la verbenesca &#171 ; marcha verde&#187 ; que colocaba a nuestro ej&#233 ; rcito ante una disyuntiva grav&#237 ; sima .,1
9351,"occupied france 1944 : in the castle , their local headquarters , the german officers decide to organize a party .",1
8178,"unlike the rest , she didn't vanish forever from history .",1
4296,"it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor .",0
1590,the adventures of pluto nash is a whole lot of nada .,0
6901,"but he meets cac&#225 ; 's brother , nando , who tries to convince him to take part in a scam .",1
3448,what blood work lacks in speed and surprise it almost makes up for in doughty professionalism .,0
4844,"what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america . . . sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight",0
2542,"it's hard to quibble with a flick boasting this many genuine cackles , but notorious c . h . o . still feels like a promising work-in-progress .",0
514,"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours .",0
2949,"at times funny and at other times candidly revealing , it's an intriguing look at two performers who put themselves out there because they love what they do .",0
6001,"there , she isn't getting any luck in auditioning as a singer .",1
5066,"they follow leads , informants turn up dead , nick's wife is unhappy he's back on the street , henry's protective of the dead cop's wife .",1
7161,"when times are tough , peter discovers his next door neighbor might be the real santa claus .",1
2854,"halloween : resurrection is surprisingly effective , especially the opening sequence featuring the showdown between laurie and michael .",0
3297,"a summary of the plot doesn't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",0
9237,"lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel .",1
1803," . . . an hour-and-a-half of inoffensive , unmemorable filler .",0
6575,the film is told in flashbacks with a female reporter interviewing gale .,1
3370,r xmas offers a poetic and profane ambiguity that's vintage ferrara .,0
8699,"and for her honor , it will be named 'paradise-casino' .",1
9760,some guests join the family for a farewell-part for lena .,1
6443,"unfortunately , stiles has bought off a crooked sheriff who intends to make the trip very difficult for red . . .",1
9273,"realizing that in this love-induced haze , he's been tricked into turning his life upside-down , ted breaks it off with heather to again pursue his destiny as "" bachelorman . """,1
3091,"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .",0
2266,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .,0
2079,"fans of plympton's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",0
2399,a real step forward for the digital video revolution .,0
2113,even the hastily and amateurishly drawn animation cannot engage .,0
6902,"in the 1880's , chon wang ( jackie chan ) 's father and keeper of the imperial seal has been murdered by parliament and royal family member rathbone ( aidan gillen ) , ( who steals the imperial seal ) with chon wang's sister , chon lin ( fann wong ) witnessing the murder .",1
5156,"3 beautiful agents try to find the treasure , but they must fight the evil datuk azmi , an old enemy of madame x . it has been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions .",1
885,"'you'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you'll feel like you ate a reeses without the peanut butter . . . '",0
6947,"locations include niger , finland , micronesia , australia , china , siberia or greenland .",1
1877,the corpse count ultimately overrides what little we learn along the way about vicarious redemption .,0
5313,"burning clean follows johnny , a young man caught between the grinding poverty of the urban ghetto and a con artist mother who depends on him for survival , on the day he must forsake her to save himself .",1
5871,"stranded on a lonely road , a schoolbus full of high school basketball players , their coaches , and cheerleaders must defend themselves from the creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed .",1
7863,"set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer .",1
6990,"primarily , the audience is wealthy , bored executives .",1
2618,the action sequences are fun and reminiscent of combat scenes from the star wars series .,0
5340,a greek film maker ( the narrator ) has his film banned by the military government in his own country .,1
8538,"when jason sees a movie preview of his story , he and best friend kaylee ( amanda bynes ) go to los angeles to make wolf confess to using jason's story as well as to clear jason's name and to get him out of having to attend summer school .",1
5985,however when her doodles of a spiralling forest continue to draw themselves it is only the start of a creative process that will see her removed from her dull form .,1
9449,"after a dream of a horrific car crash , kimberly helps save several people and causes another rift in death's design , but this time its different , since alex walked off the plane death's design did not only affect the survivors of flight 180 , but every single person they've come in contact with , now how will they stop it ?",1
8020,"people were fleeing away from the air raids on kandahar , herat and others cities and villages .",1
5705,"but when those worlds collide , taking the lives of his wife and younger son , sullivan and his surviving son , michael jr . , leave their sedate home life behind and embark on a startling journey of revenge .",1
2572,"only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents .",0
3335,"its plot and animation offer daytime tv serviceability , but little more .",0
2222,"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",0
8136,"stuart rescues a canary , margalo , from a falcon ; she moves in with the littles .",1
7477,"they plan it the way laurel and hardy might plan a bank robbery , or perhaps the marx brothers .",1
50,there's lots of cool stuff packed into espn's ultimate x .,0
7346,"charlie decides it's time to take action to recover his lost love : he secretly befriends her new boyfriend and attempts to sabotage their relationship by introducing temptation , mistrust - and jennifer . . .",1
4707,remember when bond had more glamour than clamor ? no more .,0
594, . . . manages to fall closer in quality to silence than to the abysmal hannibal .,0
8508,but lulu is newly single and the last thing she needs is a man in her life .,1
1928,schnitzler does a fine job contrasting the sleekness of the film's present with the playful paranoia of the film's past .,0
3635,"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze .",0
8883,ghisu and rupi are now promoted as commanders of their new dalam .,1
481,"if the movie is finally stuck halfway been cinema and prose , miller proves that it's not an unfertile place to linger .",0
5737,"the third , roger corman , flees to the alien countryside where he decides to begin a violent quest to find out the truth behind his mission .",1
1153,"highly irritating at first , mr . koury's passive technique eventually begins to yield some interesting results .",0
4585,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .,0
5366,a team of professional thieves are hired to rob a jewelry exchange .,1
8504,van wilder is a guy who has been at his college for seven years .,1
6468,"johann christoph haizmann , who lived in the 1650s , was a painter and a deeply disturbed individual .",1
2244,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue .,0
990,"it just goes to show , an intelligent person isn't necessarily an admirable storyteller .",0
2024,this daring film challenges most widely held notions about religious conviction while providing a complex portrait of an identity crisis that's run amok and a good mind that's jumped the tracks .,0
3409,"this may be dover kosashvili's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic .",0
1611,"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat .",0
5541,"james regards the cia's mission as an intriguing alternative to an ordinary life , but before he becomes an ops officer , james has to survive the agency's secret training ground , where green recruits are molded into seasoned veterans .",1
4074,strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .,0
7658,"the film "" eternally aliens "" is a 24 min .",1
3573,"a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within .",0
3299,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work .",0
2083,it's a terrific american sports movie and dennis quaid is its athletic heart .,0
8666,"but for the shell-shocked crew , trapped together in the sub's narrow corridors and constricted spaces , this is about to become a journey into the sensory delusions , mental deceptions and runaway fear that lurk just below the surface of the ocean and deep inside the human psyche .",1
5410,"he's confused , he's hurt , and he doesn't know what to do .",1
8413,"landon ( west ) hung with the in-crowd an aimless , moody , reckless guy who breezed through school on looks and bravado and had no plans , no future and no faith in himself .",1
6325,"with the help of a sexy and elusive young woman named bad girl ( king ) , they come together to do battle with the kung fu master who'll stop at nothing to get the scroll .",1
5082,"graced with the instinctive ability to dance , jenny thomas wants nothing more than to become a professional dancer .",1
4399,it's the most nimble epic you're likely to see .,0
9053," "" what's more important your experiences or your memories of them ? """,1
7488,"el toro&#180 ; s sons , cain and abel , were separated as boys because el toro predicted that cain would kill abel .",1
2505,'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,0
6121,"if people accept it , the crime rate is going to drop drastically , but it never will be known if there might not be too many people imprisoned , some or even all of them innocent .",1
3245,"it's a more believable scenario for infidelity than most such movies , and aniston gives her all to the role .",0
6637,"his daughter has been kidnapped by the man who owns the stones , and wants them back .",1
6609,she's saving money for a ticket to rome to get out of her life and visit an italian with whom she had a one night stand several months ago .,1
5208,"this definitely delivers a remarkable mixture of explosive drama with wickedly ironical humor as you follow this eclectic story surrounding this tide-dyed , free spirited couple's showdown with a mysterious faberge' egg and a seedy , well-woven cast of criminals that will both trill and amuse .",1
26,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 .,0
7595,the director films a story of an immigrant actor who struggles with his religious and sexual identity in the new land .,1
4116,"a powerful , absorbing and thoroughly transporting film experience .",0
6898,"but when he realizes that he has to deal with what has got to be god's most arduous task , listening and answering prayers .",1
3066,director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking .,0
2297,"ver wiel has concocted one of the most elaborately twisted , diverting caper films in years .",0
9703,"before he can do anything about it , though , jed is seduced by jackson's lesbian artist friend .",1
1403,"pipe dream does have its charms . the leads are natural and lovely , the pace is serene , the humor wry and sprightly .",0
678,the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor .,0
820,what was once original has been co-opted so frequently that it now seems pedestrian .,0
62,"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace .",0
8189,she knows that kanna is back but now she does not want to go back to him .,1
9766,"certain that there's only one way to find out the truth , rachel returns to the hospital .",1
215,"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism .",0
5907,"but katherine holds her back , not to let interfere anything with her successful career .",1
9354,"crime can most certainly pay , if you "" know wot i mean ? """,1
9024,"for too long the children have been abused , molested , neglected , exploited , and killed , and their tormentors have escaped through the cracks in the justice system .",1
5008,"the killer's clues are a perversion of biblical punishments for sins : stoning , burning , decapitation .",1
9292,the paid-off local police and school security guards were supposed to make sure the school was empty after hours .,1
7952,only a man so afraid of his world is capable of building a device to change it .,1
3490,"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",0
788,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is .,0
6491,"as bob the tomato and the kids settle in to wait for a tow truck to help get their van back on the road , the "" pirates who don't do anything "" share a little story about a guy named jonah .",1
9211,"the pair wave farewell in the airport and yoyo returns to hong kong to further her studies , while cheung continues to write his unfinished dissertation .",1
5736,"the mystery guests soon unleash a stiff sentence of their own , without parole , teaching the judge the consequence of doing unto others as you would have done unto you .",1
8260,"as he struggles for his humanity , he fights his oppressors and is quickly sent to "" the shu "" where his unbridled rage catapults him to the victor's circle .",1
8357,he has been detained there as a result of planted incriminating evidence of unlawful investigation techniques .,1
4519,"the film is a hoot , and is just as good , if not better than much of what's on saturday morning tv especially the pseudo-educational stuff we all can't stand .",0
5564,the gang quickly grab the publics' allegiance by targeting members of our community we'd all like to see 'get nailed' .,1
9666,"a virus has escaped in a secret facility called "" the hive , "" turning the staff into hungry zombies and releasing the mutated lab "" animals "" that they were studying .",1
2827,"godard has pared down his extravagances into a densely concentrated , resonant simplicity .",0
7348,"this unlikely pairing proves the rule that in love , there are no rules and the couple meet and fall deeply in love at first sight .",1
2652,crush could be the worst film a man has made about women since valley of the dolls .,0
8925,then after rumers spread that he was a communist he was blacklisted from hollywood forever .,1
2417,"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile .",0
7815,"she's helped along in that process by betsy wright ( pamela gordon ) , a misanthropic dog-walker in need of help with her business and struggling with her own dark past .",1
3848,"resident evil is what comes from taking john carpenter's ghosts of mars and eliminating the beheadings . in other words , about as bad a film you're likely to see all year .",0
5814,this undercover documentary takes you deep into the controversial arena of backyard wrestling where the limits are constantly being tested . . . and,1
3914,"kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . )",0
6434,"with salvage crews ordered to clear the crash zone for the busy easter traffic , the locals undertook their own salvage operation , making it their best easter ever .",1
8765,"in a generation of individuals , they struggle to choose love .",1
5779,"soon after , however , his ex loses her tv show , and comes back home , looking to reunite .",1
2349,neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present .,0
7957,"and in the dogs , she finds lost pieces of herself as she fumbles with the leash to her own life - struggling to hold on as it pulls her toward a brighter future before her past catches up with her .",1
2167,dares to look conventional hollywood wisdom in the eye and refuses to blink,0
194,"the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .",0
70,"a deftly entertaining film , smartly played and smartly directed .",0
2678,"if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",0
7553,"awash with melancholy and disillusionment , it's a tall task to love hong kong .",1
4900,the movie stays afloat thanks to its hallucinatory production design .,0
5690,"incredibly , dionysus' unarmed women defeat pentheus' formidable royal army .",1
4032,"does paint some memorable images . . . , but makhmalbaf keeps her distance from the characters",0
3058,"like most of godard's films , in praise of love makes you stay awake and lean forward .",0
2328,the affectionate loopiness that once seemed congenital to demme's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .,0
9306,the sensuous-poetic film is an appeal to dream and a hommage to the great actor klaus kinski .,1
6828,and does he feel the same way about daniel ?,1
1355,"a sweet , engaging family story about the nature of faith and the power of youthful innocence .",0
2929,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .",0
6534,"now the kids are far out in the country with no phone , car , or any place to go , and they are being chased by the family of cannibals .",1
5697,julie is a smart and spunky fifteen year old who lost her family to syndicate killers .,1
4381,"the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no . 1 , but falls apart long before the end .",0
54,it's the kind of film where the villain even gives an evil look for his passport photo . how can you resist that ?,0
319,"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",0
4272,"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0
1911,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",0
3250,toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away .,0
6842,now all they have to do is pick the right guy .,1
3269,you've seen it before : the ex-con who stumbles while striving to assimilate back into society . but writer-director joe maggio and his able cast makes you care about this man's sorry journey in virgil bliss .,0
9867,"in the end , we go back to a bedroom , one we saw in the very first scene and realize that this story was actually being told by lucy to jess , the lawyer she's been seeing , two weeks before lucy is scheduled to leave for the writing fellowship .",1
1551,"it kinda works and qualifies as cool at times , but is just too lame to work or be cool at others .",0
5730,"through an allegorical 'fable' that is told in parallel with joseph's struggle , we are left to decide for ourselves in the end , who is the crow and who is the wolf . , was someone out to get joseph , was it a stroke of bad luck , or was it all in his head ?",1
7662,"oh yes , and there are no rules in the game .",1
5421,the judge gives him until the end of the day to present the papers and thus begins a cat and mouse game between the proponents .,1
255,"the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",0
7516,"now , in the twilight of his life , emile shapes the final chapters of his mental autobiography .",1
7908,he then goes to paris where he prepares to make a political film criticizing the state of repression in his native land .,1
7233,"after being away from the capital , he comes back with his wife and kids to continue with his crimes .",1
6582,spielrein was a young russian-jewish woman of 18 when she arrived in august 1904 at the burgh&#246 ; lzli clinic in zurich where carl gustav jung had set up shop .,1
2007,"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .",0
387,"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose .",0
2446,"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers .",0
8568,"he accidentally discovers that the chinese mafia , the tong , is using his newly discovered ancient chinese artifacts to hide and smuggle narcotics across the border .",1
2846,"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",0
9560,"magneto , having escaped from his plastic prison , forms an unlikely alliance with professor xavier to stop stryker .",1
4257,"if you really want to understand what this story is really all about , you're far better served by the source material .",0
