,sentence,label
5181,How many sides does a heptagon have ?,5
1836,What constellation contains the twins Castor and Pollux ?,4
4623,What does Melissa mean ?,0
1019,Why do recipe books recommend starting with cold water when you boil something ?,0
3807,Where did Woodstock take place ?,4
1326,How many games are played in a five-team round-robin tournament ?,5
475,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",1
4091,"What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?",3
1651,What city or state do the most gay men live in ?,4
5062,Which of the Seven Dwarfs comes first alphabetically ?,3
4668,What was the minimum wage in 1991 ?,5
2528,How is water treated to make it safe to drink ?,0
3089,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",3
5180,What 's the U.S. Navy hymn ?,1
5028,What famous husband-and-wife team did radio ads for Blue Nun wine ?,3
1373,What kind of meat is Fray Bentos synonymous with ?,1
739,What 's the literary term for a play on words ?,1
5197,What is the origin of U.S. Army sergeant 's stripes ?,0
3668,What English queen had six fingers on one hand ?,3
867,What American League baseball team 's worst finish between 1926 and 1964 was fourth ?,3
1140,What was Thatcher 's approval rating after 10 years in power ?,5
997,What is an example of an actual case of using the Fourteenth Amendment ?,0
1337,Where is Ocho Rios ?,4
541,"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",3
1099,Who was the famous door-to-door brush salesman ?,3
1132,Which is the only Dick Tracy villain to appear three times ?,3
5286,How fast can a Corvette go ?,5
3217,What country would you visit to ski in the Dolomites ?,4
2258,How does a glacier form ?,0
4411,How many dots make up the symbol for `` because '' ?,5
59,What is the Kashmir issue ?,0
3418,What is the difference between a college and a university ?,0
1938,What 's an easy way to count the approximate number of fish in a lake ?,1
3706,What do you need to do to marry someone in jail ?,0
5380,"Which is a real berry : blackberry , cranberry , raspberry , strawberry ?",1
2841,When did they canonize the Bible ?,5
2813,What was the food of the Greek gods called ?,1
2862,What is La Nina ?,0
1078,What organic fuel do bog-dwellers use a `` slane '' to cut ?,1
4127,What 's the capital of Monaco ?,4
3459,What is the name of the Family Circus 's dog ?,1
3712,What is a fear of sourness ?,1
4647,What causes blue balls ?,0
2630,"How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?",5
2948,What film dramatized the Scopes monkey trial ?,1
940,Who was President of Costa Rica in 1994 ?,3
1080,What country received all the Nobel Prizes awarded in 1976 ?,4
187,What are the three winter months in the southern hemisphere ?,5
3116,Which Rockefeller was sometimes called `` JDR3 '' ?,3
2085,What does the `` c '' stand for in the equation E=mc2 ?,2
2249,What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?,3
4683,Who played Maria in the film West Side Story ?,3
5330,How many home runs did Babe Ruth hit in his lifetime ?,5
2023,What is a fear of clouds ?,1
3176,Who lived on the shores of the Gitchee Gumee River ?,3
1492,How fast do cheetahs run ?,5
4308,What character narrates Treasure Island ?,3
226,What is the acreage of the Chappellet vineyard ?,5
4302,How is carbon dioxide removed from natural gas ?,0
2583,What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,1
1929,What is glass made of ?,1
3936,Name a Sioux language .,1
4898,How do I find out the exact time of a sunset for a particular day ?,0
1404,When were fish first believed to be found on earth ?,5
2179,Where is Inoco based ?,4
697,What are amphibians ?,0
1124,What two countries ' coastlines border the Bay of Biscay ?,4
3313,What country 's flag is field green ?,4
3460,What did Martin Luther post on the church door at Wittenberg ?,1
1778,What was the name of the famous battle between Texas and Mexico ?,1
2634,Where can I get a photograph of professor Randolph Quirk ?,4
4137,What is the starting salary of a radiographer ?,5
1037,How do I find out about jobs ?,0
4552,What is the correct way to mount a roll of toilet paper ?,1
2256,Why does cotton get caught in belly buttons ?,0
5385,What is the U.S. location of Procter & Gamble corporate offices ?,4
313,What was Einstein 's IQ ?,5
2649,What is the abbreviation of the National Bureau of Investigation ?,2
2281,What is the Socratic method ?,0
3091,What apostle is Taylor Caldwell 's Great Lion of God ?,3
2547,What is Jane Goodall famous for ?,0
1416,Where did the Battle of the Bulge take place ?,4
1036,What is a pyrotechnic display ?,0
2159,What is a heuristic ?,0
4540,How many people died when the Estonia sank in 1994 ?,5
1754,Who invented the game Scrabble ?,3
3697,How many people did Randy Craft murder ?,5
3331,What were hairy bank notes in the fur trade ?,1
3196,Who should I call to get a tour of the New York Stock Exchange ?,3
2520,When do you plant winter wheat ?,5
3809,What task does the Bouvier breed of dog perform ?,3
3970,Who is Prince Naseem Hamed ?,3
4073,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",4
1506,What book is the follow-up to Future Shock ?,1
1923,Who was the second man to walk on the moon ?,3
448,When does the average teenager first have intercourse ?,5
2894,What do goldfish lose if kept in dimly-lit or running water ?,1
3024,Who shot Billy the Kid ?,3
5415,What famous comic strip character died of acne ?,3
4772,How many hours of work does it take a typist to complete a 100-page screenplay ?,5
361,Define the Pheonix Club ?,0
2183,What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,5
1134,What color is an Arctic fox in winter ?,1
4355,"What is the population of Arcadia , Florida ?",5
2155,What is the largest U.S. state east of the Mississippi ?,4
1830,"What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?",3
1053,Name the various super-teams to which the Angel has belonged .,3
2460,What color of Monopoly properties are landed on most often ?,1
22,Name 11 famous martyrs .,3
2066,What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,0
1653,"What word occurs 46 , 227 times in the Bible ?",1
3063,Who is the mathematician that won the Noble Prize for Literature in 1950 ?,3
3813,Where can one find Rider College ?,4
2743,How much money can a person be fined for having a dog on a beach ?,5
3315,"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?",3
4439,How tall is the Matterhorn ?,5
2468,"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?",3
2325,Where can I learn about Samuel Gompers ?,4
460,Who wrote The Night of the Iguana ?,3
1067,What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,1
87,What is a fear of shadows ?,1
1430,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,1
3130,What does laser stand for ?,0
282,When did Spielberg direct `` Jaws '' ?,5
2483,"What are some fun things to do in Cozumel , Mexico for teenagers ?",0
462,What country did King Gustav V reign over from 197 to 195 ?,4
212,What South American city has the world 's highest commercial landing field ?,4
2588,What comic strip sometimes features a mailman named Beasley ?,1
2960,How many miles of veins are in the circulatory system ?,5
2907,What is the average cost for four years of medical school ?,5
2581,Which side of the face do most artists tend to show more of in self-portraits ?,1
1368,What kind of creature is a coot ?,1
234,"Who was the mother of the man who would not be king , the duke of Windsor ?",3
4764,"Who was the first elected mayor of Washington , D.C. ?",3
597,How many holes are there in a tenpin bowling ball ?,5
4824,What is Megan 's law ?,0
2250,Who was the conservationist who served as spokesperson for Post Grape Nuts ?,3
4436,How effective are condoms in protecting against AIDS ?,0
2283,What is hypertext ?,0
662,How many quarters equal a pound ?,5
5409,What is a fear of fish ?,1
2285,What do I need to learn to design web pages ?,0
5141,What species was Winnie the Pooh ?,1
5184,Where are there aborigines ?,4
3159,Who turned all he touched to gold ?,3
3166,How long does cocaine stay in your system ?,5
4074,Who is the famous sister of actress Olivia De Havilland ?,3
779,What is Olestra ?,0
2544,What are the four largest mountain ranges on the Asian continent ?,4
4010,How big is a normal size penis for a 15-year-old ?,5
5182,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,1
4717,What is an Angelus ?,0
4482,What are the four largest mountain ranges in the continental United States ?,4
5268,How much time does the blinking of an eye take ?,5
685,Which country is Australia 's largest export market ?,4
5280,What month of the year is there no television in Iceland ?,5
3256,How many islands make up Antigua ?,5
4077,What is the history of the hairdryer ?,0
2837,What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,3
2171,What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,3
4383,What drink is the best thirst-quencher ?,1
1850,Where does Mother Angelica live ?,4
487,What stereo manufacturer is `` Slightly ahead of its time '' ?,3
1688,What is the regular price ?,5
2230,What state has the most Indians ?,4
3873,What is the best-selling book of all time ?,1
2320,How do you do a bibliography with an unknown author ?,0
782,What are two plants that clothes are made from ?,1
521,What makes a clitoris sensitive ?,0
522,"What country has the most time zones , with 11 ?",4
4259,What is the airport code for Los Angeles International ?,5
2939,What is the brand name of the chemical daminozide ?,1
4395,Who was the 3rd president of the United States ?,3
2398,Where can I find detailed information about Manchukuo ?,4
2207,Where does the weird shape of the dinner fish knife originate from ?,4
4114,What Homerian epic chronicles events toward the end of the Trojan Wars ?,1
780,What Asian country has a bill of rights for cows ?,4
4266,How do you say 2 in Latin ?,1
4043,What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?,3
1511,How old is Stevie Wonder ?,5
1882,What three colors are on the French flag ?,1
651,How fast is light ?,5
5298,How long should you feed your puppy Purina Puppy Chow ?,5
3669,What river runs through Liverpool ?,4
369,What is the speed of the Mississippi River ?,5
4769,How do you get bubblegum out of carpet ?,0
4770,"What 's played at Wembley Stadium , London , every May ?",1
118,What 's the common name for acetylsalicylic acid ?,1
3939,How many people have died of tuberculosis ?,5
3607,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,1
2216,Where does the U.S. get most of its energy ?,4
4152,What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,5
1613,Who were the Picts ?,3
2883,What is different about the red and black fox ?,0
3753,How can I gain access to a spy satelite ?,0
962,What 's the second-largest island in the world ?,4
2510,What actor came to dinner in Guess Who 's Coming to Dinner ?,3
4157,How can I get rich quick ?,0
4009,"What basketball player is credited with 23 , 924 rebounds ?",3
4088,What are some colorful flowers that will bloom in the fall in New England ?,1
3603,What football bowl game 's first queen was Hallie Woods ?,1
2415,What is Dick Clark 's date of birth ?,5
5071,What U.S. state includes the San Juan Islands ?,4
4616,How does a parachute work ?,0
2185,What is a Jake brake ?,0
3340,"What college enlivens Hanover , New Hampshire ?",3
2567,"Who played the part of the Godfather in the movie , ` The Godfather ' ?",3
2037,What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?,1
4644,Where was the largest concentration camp in World War II ?,4
772,Who is Barbara Jordan ?,3
1284,What is the quickest and easiest way to get nail polish out of clothes ?,1
5015,Name the Four Horsemen of the Apocalypse .,3
5163,What does `` E Pluribus Unum '' on the penny mean ?,0
2587,What is average salary of restaurant manager in United States ?,5
4987,What 's men 's par on a 455-yard golf hole ?,5
1414,What Japanese electronics company was named for a coastal city northeast of Tokyo ?,3
1234,Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,3
3197,How many airline schools are there in the U.S. ?,5
435,What is the highest peak in Africa ?,4
1674,What state has the longest Great Lakes shoreline ?,4
365,Who was the first coach of the Cleveland Browns ?,3
3132,Where did Wile E. Coyote always get his devices ?,4
231,What is the filmmakers collabrative ?,0
4650,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,3
147,What does INRI stand for when used on Jesus ' cross ?,2
5381,What materials did the three little pigs use to build their houses ?,1
3375,What is the purpose of the SysRq key on my computer keyboard ?,0
407,What beer advertised that it had `` three rings '' ?,1
2090,Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,1
86,What country did King Wenceslas rule ?,4
844,What is the purpose of a car bra ?,0
1031,What is Candlemas Day ?,0
3112,When was Richard Nixon born ?,5
3803,What color beans did the ancient Romans refuse to eat ?,1
3226,What is the difference between a classical and an acoustic guitar ?,0
2987,What constellation represents a hunter with club and shield ?,4
3836,What World War II leader declared : `` The blow has been struck '' ?,3
2628,What is the predominant color of the Tab label ?,1
3143,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,4
855,What does the name `` Anthony '' mean ?,0
5196,What do you know about multicultural and multilingual schools ?,0
78,How do I log on to home page at Headquarters U.S. European Command ?,0
2992,What made Jane Goodall famous ?,0
2247,How many people was Randy Craft convicted of murdering ?,5
4058,Who is Charles Lindbergh ?,3
4981,Name the Islamic counterpart to the Red Cross .,1
5018,What is cosmology ?,0
758,What percent liked Thatcher after she had been in power for a decade ?,5
5096,The Jewish alphabet is known as what ?,1
4487,"What actor , who had greatest fame on TV , became the father of triplets ?",3
2279,Who shoplifts ?,3
3075,What are the residents of the island of Lesbos called ?,3
4536,Who was Confucius ?,3
4349,Who is the leader of Brunei ?,3
4161,What two New York Yankee pitchers swapped wives and families ?,3
2176,How many layers does a bottle of Yoo-Hoo settle into ?,5
424,What are some interesting facts and information about dogsledding ?,0
392,What film did Lee Marvin win the 1965 best actor Oscar for ?,1
5151,Who 's the only U.S. president to have won a Pulitzer Prize ?,3
4056,Who is William Wordsworth ?,3
104,Which of the following was Rhodes Scholar ?,3
2672,What are all the rivers in Europe ?,4
4765,What are the wolverine habits ?,1
3047,How long does it take for your body to restore blood after you donate your blood ?,5
5214,What is the nickname of Pennsylvania ?,4
5129,What significant battle was fought in Belgium in 1815 ?,1
1948,What kind of tree graces Lebanon 's flag ?,1
1459,What is a ` borrow pit ' ?,0
3866,What `` little red car '' is mentioned in pop singer Prince 's hit song ?,1
3321,How much folic acid should a pregnant woman get each day ?,5
3206,What were the first words spoken on a film sound track ?,0
5219,What Pope inaugurated Vatican International Radio ?,3
1587,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,3
5069,How many miles of corridors are in The Pentagon ?,5
1731,What city is found in the city of OZ ?,4
5193,How did U.S.A become involved in the Barbary Wars,0
4253,Where can I find info on Alexander Mackenzie ?,4
182,What is the name of the managing director of Apricot Computer ?,3
1791,What is a fear of strong light ?,1
2355,What number of American soldiers remain unaccounted from the Vietnam war ?,5
1940,What was the name of Aristotle Onassis 's yacht ?,1
702,Woodrow Wilson served as president of what university ?,3
2442,What is the name of the largest water conservancy project in China ?,1
3332,Where can I read about Chiang Kai-shek ?,4
496,Why is the grass green ?,0
4244,What is the difference between a board of directors and an advisory board ?,0
464,What is the speed of the Mississippi River ?,5
3182,What is Goldfinger 's first name ?,3
4722,"What is the location of Edinburgh , Scotland ?",4
172,Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,3
3649,How does the car in `` Christine '' become possessed ?,0
5449,What is the temperature today ?,5
2540,How many corners does a spritsail have ?,5
3871,What are the benefits of home school ?,0
4561,How many endangered species are there in the world ?,5
2260,What is the largest city in the world ?,4
2112,What nationality were the 123 people who died in the Black Hole of Calcutta ?,4
900,What organization was founded by the Rev. Jerry Falwell ?,3
1446,Who was the original Humpty Dumpty ?,3
1911,What are snowballs to a hot-rodder ?,0
2697,What film was based on the play Everybody Comes to Rick 's ?,1
4016,What was the birthplace of Edgar Allen Poe ?,4
741,What does an average daycare provider get paid in New England ?,5
2293,When was Calypso music invented ?,5
2452,What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,5
3103,In which sport is there a `` scrum '' ?,1
4460,What U.S. state boasts Leif Ericson Park ?,4
1206,"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?",3
509,"What household facility contains a float ball , ballcock , and overflow tube ?",1
4531,How was Lawrence,0
3101,What 's comic strip photographer Peter Parker 's secret identity ?,3
3320,What are the lyrics to `` Smelly Cat '' ?,0
3931,What Argentine boxer was shot dead outside a Nevada brothel in May ?,3
1549,When was CNN 's first broadcast ?,5
3029,What is money made of ?,1
3877,Where can I get mailing lists ?,4
2202,Where is the Valley of the Kings ?,4
2566,Why do we ask for the `` check '' and not the bill at a restaurant ?,0
3213,What is a fear of going to bed ?,1
2044,How many feet long is a baseball pitcher 's rubber ?,5
767,How do you determine heating requirements for your home ?,0
5309,What is the acronym for the rating system for air conditioner efficiency ?,2
1508,What is the alphabet for Latin ?,1
421,Where must a soccer goalie stand to be permitted to handle the ball ?,4
123,How long does it take for your blood to make one complete trip through the body ?,5
4539,What 's the meaning of the name Tatiana ?,0
3109,Where are some great educational resources for parents and teachers ?,4
819,What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,1
1403,Name one of the Seven Wonders of the Ancient World .,1
1382,What is the capital of Burkina Faso ?,4
2148,What country other than Germany invaded Poland in September 1939 ?,4
5343,What kind of car did Janis Joplin ask the Lord to buy her ?,1
1575,What was the name of the ball game played by the mayans ?,1
1638,Why can 't women serve in the Navy on board submarines ?,0
1795,Name a South African diamond producer ?,3
5245,In what country is a stuck-out tongue a friendly greeting ?,4
4858,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",3
399,How many years did it take James Joyce to write Ulysses ?,5
2310,Who said : `` The victor will never be asked if he told the truth '' ?,3
882,Name the various costumed personas of Dr. Henry Pym .,3
5419,Who is Zebulon Pike ?,3
5164,What 's the difference between TFT and dual-scan display ?,0
1352,"What is the approximate population of Las Vegas , N.M ?",5
5017,What is the name of a book written by Aaron Hass ?,1
4961,"Who wrote the song , `` Silent Night '' ?",3
2130,What is a courier ?,0
982,What is the state nickname of Mississippi ?,4
456,"What English word comes from the Old French covrefeu , meaning cover fire ?",1
1486,What kind of patent did Ermal Fraze get in 1963 ?,1
1079,What is the average age of a member of the team that worked on the Manhatten Project ?,5
1950,What are the various ways in which one can measure IT User Satisfaction Level ?,1
4701,What is President Nixon 's birthdate ?,5
689,Who does data collection in tourism ?,3
2429,Which classical Spanish writer said `` All that glitters is not gold '' ?,3
641,What sport do you shag flies in ?,1
2392,What first-aid product `` Helps the hurt stop hurting '' ?,1
2825,Who recorded the 1957 hit Tammy ?,3
1953,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,0
3257,How does an abacus work ?,0
3058,What does Freddy Freeman say to become Captain Marvel Jr. ?,0
3279,What movie has made the most money ?,1
4078,"Which mammal lives , breeds , eats , and sleeps underground ?",1
2710,What does an emperor do ?,0
4802,How many characters makes up a word for typing test purposes ?,5
5195,What store does Martha Stewart advertise for ?,3
4328,What is `` alternative '' anymore ?,0
1884,What are the seven wonders of the world ?,1
4108,How long does it take the moon to revolve around the Earth ?,5
389,What is the use of a 24-hour clock instead of a 12-hour clock ?,0
2494,Name the two youngsters saved by the animated Moby Dick .,3
3790,"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?",1
3036,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,3
3429,How many movies has Drew Barrymore been in ?,5
845,What is D.B. Cooper known for ?,0
542,What are the distinct physical characterstics of the Arabian horse ?,0
91,What causes the body to shiver in cold temperatures ?,0
5127,What is fellatio ?,0
3269,Who was the first President to appoint a woman to head a cabinet ?,3
1979,When was the De Beers company founded ?,5
4884,"What is the best place to live in the world , considering climate , civilization ?",4
3150,What are the three most populated countries in the world ?,4
4463,How does crosstalk relate to InSb thickness in infrared detectors ?,0
3442,How is the element strontium purified ?,0
3852,What is an ecological niche ?,0
2964,Who is the prime minister of Japan ?,3
2529,What is a hydrogen bond ?,0
1676,How many varieties of twins are there ?,5
1048,What province is Edmonton located in ?,4
2949,CNN is owned by whom ?,3
1960,What is the frequency of VHF ?,5
2530,What is the exchange rate between England and the U.S. ?,5
3938,What is Jimmy Olsen 's full name ?,3
3296,What is the weight of a teaspoon of matter in a black hole ?,5
237,Where can I find a review of Nightmare on Elm Street in a film journal ?,4
4645,How much did Alaska cost when bought from Russia ?,5
4292,What is the name given to a group of geese ?,1
1133,What was the monster in Spielberg 's film `` Jaws '' ?,1
2880,What is the name of the pop singer whose song became the theme song for a brand of catsup ?,3
1805,What Good Little Witch is Casper 's girlfriend ?,3
4519,How often are brain cells replaced ?,5
163,What are hook worms ?,0
4122,Who was President Cleveland 's wife ?,3
5186,What caused the division between the Anglicans and the Vatican ?,0
5133,Who wrote The Secret Life of Walter Mitty ?,3
3968,How do cameras take pictures ?,0
4096,What war was fought by the Spanish as far as the Philippines ?,1
3800,What does a phobophobe fear ?,1
265,What European city do Nicois live in ?,4
2001,How do you address a Chinese person ?,0
1811,How many cubic feet of space does a gallon of water occupy ?,5
2978,How many four star generals were there and who are they ?,5
3694,What is the fastest computer ?,1
2906,What did the Congress of Vienna establish ?,1
3739,What is the nickname of the Cleveland Indians ?,1
1428,What country 's northernmost city is Darwin ?,4
398,What does `` intractable plantar keratoma '' mean ?,0
3317,What sport was the first televised in the U.S. ?,1
4035,What are the rules to `` snow golf '' ?,0
3078,What baseball great plugged Mr. Coffee ?,3
3138,Who famously rode to warn the people of Massachusetts that the British were coming ?,3
4867,What countries earn the most from tourism ?,4
5066,In what war was the first submarine used ?,1
3339,Why is the moon different sizes and colors ?,0
1452,Whose cupboard was bare ?,3
593,What 's approaching when a cyclist shouts : `` Oil '' ?,1
2725,In what county is Eckley Colorado ?,4
41,What was cash-conscious Colonel Edwin L. Drake the first to drill ?,1
560,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,4
3480,What city was Bobby Kennedy assassinated in ?,4
3614,What is endometriosis ?,0
243,What is the contents of proposition 98 ?,0
3172,What is the most commonly used 1 letter word in the English language ?,1
1339,What ocean does Mauritania border ?,4
4087,How many types of lemurs are there ?,5
5257,What does a man suffering from diphallic terata have ?,1
405,What is the difference between a generator and an alternator ?,0
1442,Who was Jean Nicolet ?,3
261,CNN is the abbreviation for what ?,2
3277,Name a French fascist party .,3
1689,What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,4
1725,What are names of two old men who appear in the serial tv Muppets Show ?,3
1203,Who lives at 39 Stone Canyon Way ?,3
834,How do you say 2 in Latin ?,1
1866,Where is the Mayo Clinic ?,4
2496,What is the snowiest city in the U.S. ?,4
3016,When is a woman most fertile ?,5
4109,What beer is ` rockin ' America ? '',1
2010,Who directed The Wild Bunch ?,3
3290,What is the best online games site ?,4
340,What 's the tallest piece on a chessboard ?,1
3547,When was the Brandenburg Gate in Berlin built ?,5
1601,Who is the fastest guitarist ?,3
2796,What 's destroyed in Genesis 19 : 24 ?,1
3903,When did the Chernobyl nuclear accident occur ?,5
5117,How did water appear on the earth ?,0
480,What do bee hives do in cranberry bogs ?,0
4685,Who bestowed great power upon Captain Britain ?,3
2785,What buxom blonde appeared on the cover of more than 5 magazines ?,3
1523,What book did Aaron Hass write ?,1
4357,Who were the head writers for the Smothers Brothers Comedy Hour ?,3
4844,What name did football 's New York Titans adopt in 1963 ?,3
5054,How long does a pig 's orgasm last ?,5
3619,In what nation is Edessa located nowadays ?,4
799,What is Colin Powell best known for ?,0
1766,What group starred in the movie Rock Around the Clock ?,3
4880,Who is the prophet of the religion of Islam ?,3
3806,What city does Orly Airport serve ?,4
2453,What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?,1
3410,CNN is an acronym for what ?,2
4316,What has to be produced in a writ of habeas corpus ?,1
4423,Which college did Dikembe Mutombo play basketball for ?,3
5098,How many people die of tuberculosis yearly ?,5
363,What does it mean `` Rupee Depreciates '' ?,0
1271,What is website of the International Court of Justice ?,4
3655,What is a fear of trees ?,1
4910,What is the Islamic counterpart to the Red Cross ?,1
3674,When was child labor abolished ?,5
5110,How was the Kennedy money made ?,0
4518,What planet did Percival Lovell discover ?,4
347,What 's the American dollar equivalent for 8 pounds in the U.K. ?,5
4356,What Stephen King novel is set in a graveyard for pets ?,1
5036,What is the name of the song that Dracula plays on the organ ?,1
2562,Who asked the musical question : `` Have you ever been to electric lady land ? '',3
3027,What video format was an alternative to VHS ?,1
5001,What do you say to a friend who ignores you for other friends ?,0
1423,What are some important events of the 1830 's ?,1
656,What 's the tallest building in New York City ?,4
3804,What do sailors use to measure time ?,1
5026,What is habeas corpus ?,0
2102,On which flight did Fawaz Younis commit air piracy and hostage taking ?,1
632,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,0
3838,Who was Israel 's first prime minister ?,3
2493,What do you get by mixing gin and vermouth ?,1
2665,How many people have been Captain America ?,5
3820,What vehicles are raced in the Tour de France ?,1
4291,When was China 's first nuclear test ?,5
4342,What was the worst hurricane ?,1
5006,What does the name Jenna mean ?,0
4838,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?",3
2500,What does SHIELD stand for ?,2
1465,How many times a day should you take a prescription marked `` q.i.d . '' ?,5
3355,Where does tuberculosis come from ?,4
115,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,1
1821,Who made Stonehenge ?,3
1494,How fast is a 45Mhz processor ?,5
2401,Who was Secretary of State during the Nixon administration ?,3
1232,What was the target rate for M3 growth in 1992 ?,5
2661,"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",0
2817,What happened to Phillip Taylor Kramer ?,0
3405,What was the man 's name who was killed in a duel with Aaron Burr ?,3
4984,What city has the two steepest streets in the U.S. ?,4
1153,"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",3
4337,What is a biologist ?,0
57,What 's the term for a young fox ?,1
4034,Why did the Aztecs first think the Spanish were Gods ?,0
3805,Who was the actor who played Sam in the movie Casablanca ?,3
4671,What would happen to Canada if Quebec separated ?,0
5450,What is the temperature for cooking ?,5
1735,"What populous state covers 49 , 576 square miles ?",4
2823,What four tournaments make up tennis ' Grand Slam ?,1
2196,Who is Shirley MacLaine ?,3
159,What is a dental root canal ?,0
2475,What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?,1
2564,What is June 's birthstone ?,0
3751,Where is Rider College ?,4
4275,Who is Westview High 's band director in Funky Winkerbean ?,3
2608,What store claims to be the world 's largest department store ?,3
4221,What is a Mexican hairless ?,0
707,What was Queen Victoria 's title regarding India ?,3
3046,How many years did Sleeping Beauty sleep ?,5
4663,What scale measures earthquakes ?,1
1093,What is Jell-O made from ?,1
4167,What country owns Corsica ?,4
1376,What is the name of the Jewish alphabet ?,1
5355,What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?,3
72,What does the six-footed Musca domestica become when it enters a house ?,1
1922,What is the secret of the universe ?,0
3767,Why does a woman have to be a virgin to be a nun ?,0
1764,"When Mighty Mouse was conceived , what was his original name ?",3
743,How many Americans fought for the British in the American Revolution ?,5
3411,What is the origin of the name Igor ?,0
1005,What famous singing cowboy owns the California Angels baseball team ?,3
2668,How did the war of 1812 affect Delaware ?,0
1190,What country was A Terrible Beauty to Leon Uris ?,4
3787,What does HIV stand for ?,2
2601,What 's the largest U.S. agricultural crop by weight ?,1
1125,Why did Egyptians shave their eyebrows ?,0
1241,Who is known as `` the world 's oldest teenager '' ?,3
3606,What year did the War of 1812 begin ?,5
4506,What was spawned the term `` MiG Alley '' ?,1
4085,What is the name of the highest mountain in Africa ?,4
998,Who was the Charlie perfume woman ?,3
4023,What Batman character tools around on a Batcycle ?,3
3372,How many Russians have landed on the moon ?,5
2684,What newspaper serves Salt Lake City ?,1
1577,What is the exchange rate for Australian to American money ?,5
5220,What director made one silent and one sound version of The Ten Commandments ?,3
1826,Who was the first governor of West Virginia ?,3
3906,What was the name of Randy Craft 's lawyer ?,3
5437,When did Charles Lindbergh die ?,5
4209,What English word contains the most letters ?,1
4512,What are the side effects of mevacor ?,0
440,What is a fear of weakness ?,1
5396,What major league baseball team compiled the best won-lost record between 1957 and 1983 ?,3
1100,What is the executor in a will ?,0
2637,Who 's played the most games for the New York Yankees ?,3
3632,In what part of the world is Mozambique ?,4
649,What does the name Gina mean ?,0
1546,Who was the architect of Central Park ?,3
3231,What is a fear of jealousy ?,1
4307,What radio station did Paul Harvey work for ?,3
4166,What 's the third month of the Gregorian calendar ?,5
3757,What 's the most delicate-tasting member of the onion family ?,1
3782,How do you clean badly tarnished brass ?,0
4269,What is the origin of the word nevermind ?,0
630,How many shots can a stock M16 hold ?,5
672,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,3
1249,What building appropriately enough is depicted on the back of the 1-dollar bill ?,4
5023,What did Esquire name Ash Hole of the Year for 1980 ?,1
482,When is the Tulip Festival in Michigan ?,5
1584,What does a tarantula eat ?,1
3650,What city does McCarren Airport serve ?,4
5040,"What disease plagued Europe , Africa and Asia ?",1
